timestamp,symbol,side,qty,price,pnl,equity
2025-10-05 21:23:28,BTC/USD,BUY,1,33135.74,-297.45,1000.0
2025-10-05 21:23:30,BTC/USD,BUY,1,33028.17,-405.02,1000.0
2025-10-05 21:23:32,BTC/USD,BUY,1,32927.5,-505.69,1000.0
2025-10-05 21:23:34,BTC/USD,BUY,1,32821.2,-611.99,1000.0
2025-10-05 21:24:32,ETH/USD,BUY,1,3685.3,-49.01,1000.0
2025-10-05 21:24:34,ETH/USD,BUY,1,3689.18,-45.13,1000.0
2025-10-05 21:24:36,ETH/USD,BUY,1,3678.13,-56.18,1000.0
2025-10-05 21:24:38,ETH/USD,BUY,1,3689.96,-44.35,1000.0
2025-10-05 21:24:40,ETH/USD,BUY,1,3678.1,-56.21,1000.0
2025-10-05 21:24:42,ETH/USD,BUY,1,3677.43,-56.88,1000.0
2025-10-05 21:26:24,ETH/USD,SELL,1,3704.12,-46.65,1000.0
2025-10-05 21:26:26,ETH/USD,SELL,1,3717.88,-60.41,1000.0
2025-10-05 21:26:28,ETH/USD,SELL,1,3719.11,-61.64,1000.0
2025-10-05 21:27:22,ETH/USD,SELL,1,3723.99,-66.52,1000.0
2025-10-05 21:27:24,ETH/USD,SELL,1,3739.89,-82.42,1000.0
2025-10-05 21:27:26,BTC/USD,BUY,1,32894.6,21.72,1000.0
2025-10-05 21:27:26,ETH/USD,SELL,1,3753.69,-96.22,1000.0
2025-10-05 21:27:28,BTC/USD,BUY,1,32823.33,-49.55,1000.0
2025-10-05 21:27:28,ETH/USD,SELL,1,3757.13,-99.66,1000.0
2025-10-05 21:27:30,BTC/USD,BUY,1,32746.19,-126.69,1000.0
2025-10-05 21:27:30,ETH/USD,SELL,1,3757.19,-99.72,1000.0
2025-10-05 21:27:32,BTC/USD,BUY,1,32721.81,-151.07,1000.0
2025-10-05 21:27:32,ETH/USD,SELL,1,3756.15,-98.68,1000.0
2025-10-05 21:27:34,BTC/USD,BUY,1,32839.57,-33.31,1000.0
2025-10-05 21:27:36,BTC/USD,BUY,1,32889.39,16.51,1000.0
2025-10-05 21:27:39,BTC/USD,BUY,1,32987.73,114.85,1000.0
2025-10-05 21:27:41,BTC/USD,BUY,1,32967.0,94.12,1000.0
2025-10-05 21:27:41,ETH/USD,SELL,1,3760.86,-103.39,1000.0
2025-10-05 21:27:43,BTC/USD,BUY,1,32816.34,-56.54,1000.0
2025-10-05 21:27:45,BTC/USD,BUY,1,32948.6,75.72,1000.0
2025-10-05 21:27:47,BTC/USD,BUY,1,33108.63,235.75,1000.0
2025-10-05 21:27:49,BTC/USD,BUY,1,33143.24,270.36,1000.0
2025-10-05 21:27:51,BTC/USD,BUY,1,33292.62,419.74,1000.0
2025-10-05 21:27:53,BTC/USD,BUY,1,33234.65,361.77,1000.0
2025-10-05 21:27:56,BTC/USD,BUY,1,33113.07,240.19,1000.0
2025-10-05 21:27:58,BTC/USD,BUY,1,33084.54,211.66,1000.0
2025-10-05 21:28:00,BTC/USD,BUY,1,33037.57,164.69,1000.0
2025-10-05 21:28:00,ETH/USD,SELL,1,3789.19,-131.72,1000.0
2025-10-05 21:28:02,BTC/USD,BUY,1,33057.99,185.11,1000.0
2025-10-05 21:28:04,BTC/USD,BUY,1,33050.96,178.08,1000.0
2025-10-05 21:28:06,BTC/USD,BUY,1,33038.71,165.83,1000.0
2025-10-05 21:28:08,BTC/USD,BUY,1,32995.21,122.33,1000.0
2025-10-05 21:28:10,BTC/USD,BUY,1,33108.46,235.58,1000.0
2025-10-05 21:28:13,BTC/USD,BUY,1,32943.62,70.74,1000.0
2025-10-05 21:28:15,BTC/USD,BUY,1,32966.81,93.93,1000.0
2025-10-05 21:28:17,BTC/USD,BUY,1,33023.18,150.3,1000.0
2025-10-05 21:28:19,BTC/USD,BUY,1,32958.08,85.2,1000.0
2025-10-05 21:28:21,BTC/USD,BUY,1,32865.15,-7.73,1000.0
2025-10-05 21:28:23,BTC/USD,BUY,1,32850.91,-21.97,1000.0
2025-10-05 21:28:25,BTC/USD,BUY,1,32927.63,54.75,1000.0
2025-10-05 21:28:27,BTC/USD,BUY,1,33045.03,172.15,1000.0
2025-10-05 21:28:30,BTC/USD,BUY,1,33095.56,222.68,1000.0
2025-10-05 21:28:32,BTC/USD,BUY,1,33015.06,142.18,1000.0
2025-10-05 21:28:34,BTC/USD,BUY,1,32872.62,-0.26,1000.0
2025-10-05 21:28:36,BTC/USD,BUY,1,32884.52,11.64,1000.0
2025-10-05 21:28:38,BTC/USD,BUY,1,32803.01,-69.87,1000.0
2025-10-05 21:28:40,BTC/USD,BUY,1,32849.4,-23.48,1000.0
2025-10-05 21:28:42,BTC/USD,BUY,1,32950.38,77.5,1000.0
2025-10-05 21:28:44,BTC/USD,BUY,1,32888.5,15.62,1000.0
2025-10-05 21:28:47,BTC/USD,BUY,1,32938.13,65.25,1000.0
2025-10-05 21:28:49,BTC/USD,BUY,1,33022.67,149.79,1000.0
2025-10-05 21:28:51,BTC/USD,BUY,1,32994.64,121.76,1000.0
2025-10-05 21:28:53,BTC/USD,BUY,1,32980.03,107.15,1000.0
2025-10-05 21:28:55,BTC/USD,BUY,1,32910.43,37.55,1000.0
2025-10-05 21:28:57,BTC/USD,BUY,1,32894.2,21.32,1000.0
2025-10-05 21:28:59,BTC/USD,BUY,1,32935.89,63.01,1000.0
2025-10-05 21:29:01,BTC/USD,BUY,1,32922.05,49.17,1000.0
2025-10-05 21:29:04,BTC/USD,BUY,1,33015.08,142.2,1000.0
2025-10-05 21:29:06,BTC/USD,BUY,1,33062.17,189.29,1000.0
2025-10-05 21:29:08,BTC/USD,BUY,1,33036.96,164.08,1000.0
2025-10-05 21:29:10,BTC/USD,BUY,1,33102.2,229.32,1000.0
2025-10-05 21:29:12,BTC/USD,BUY,1,32959.94,87.06,1000.0
2025-10-05 21:29:14,BTC/USD,BUY,1,33021.91,149.03,1000.0
2025-10-05 21:29:16,BTC/USD,BUY,1,33104.26,231.38,1000.0
2025-10-05 21:29:19,BTC/USD,BUY,1,33214.41,341.53,1000.0
2025-10-05 21:29:21,BTC/USD,BUY,1,33297.45,424.57,1000.0
2025-10-05 21:29:23,BTC/USD,BUY,1,33142.88,270.0,1000.0
2025-10-05 21:29:23,ETH/USD,SELL,1,3741.95,-47.44,1000.0
2025-10-05 21:29:25,BTC/USD,BUY,1,32982.72,109.84,1000.0
2025-10-05 21:29:27,BTC/USD,BUY,1,32919.49,46.61,1000.0
2025-10-05 21:29:29,BTC/USD,BUY,1,33070.17,197.29,1000.0
2025-10-05 21:29:31,BTC/USD,BUY,1,32920.07,47.19,1000.0
2025-10-05 21:29:33,BTC/USD,BUY,1,32816.49,-56.39,1000.0
2025-10-05 21:29:36,BTC/USD,BUY,1,32953.38,80.5,1000.0
2025-10-05 21:29:38,BTC/USD,BUY,1,32985.84,112.96,1000.0
2025-10-05 21:29:40,BTC/USD,BUY,1,32967.62,94.74,1000.0
2025-10-05 21:29:42,BTC/USD,BUY,1,32956.39,83.51,1000.0
2025-10-05 21:29:44,BTC/USD,BUY,1,33034.31,161.43,1000.0
2025-10-05 21:29:46,BTC/USD,BUY,1,32984.25,111.37,1000.0
2025-10-05 21:29:48,BTC/USD,BUY,1,32987.17,114.29,1000.0
2025-10-05 21:29:50,BTC/USD,BUY,1,32939.7,66.82,1000.0
2025-10-05 21:29:53,BTC/USD,BUY,1,32903.6,30.72,1000.0
2025-10-05 21:29:55,BTC/USD,BUY,1,32750.53,-122.35,1000.0
2025-10-05 21:29:57,BTC/USD,BUY,1,32770.09,-102.79,1000.0
2025-10-05 21:29:59,BTC/USD,BUY,1,32707.49,-165.39,1000.0
2025-10-05 21:30:01,BTC/USD,BUY,1,32545.11,-327.77,1000.0
2025-10-05 21:30:24,ETH/USD,SELL,1,3740.05,-47.52,1000.0
2025-10-05 21:30:54,ETH/USD,SELL,1,3737.92,-45.39,1000.0
2025-10-05 21:30:56,ETH/USD,SELL,1,3750.36,-57.83,1000.0
2025-10-05 21:31:05,ETH/USD,SELL,1,3751.42,-58.89,1000.0
2025-10-05 21:31:18,ETH/USD,SELL,1,3755.54,-63.01,1000.0
2025-10-05 21:31:20,ETH/USD,SELL,1,3756.08,-63.55,1000.0
2025-10-05 21:33:48,ETH/USD,SELL,1,3664.31,9.02,1000.0
2025-10-05 21:34:59,ETH/USD,SELL,1,3669.55,-15.96,1000.0
2025-10-05 21:35:41,BTC/USD,BUY,1,31204.17,-942.05,1000.0
2025-10-05 21:35:43,BTC/USD,BUY,1,31328.53,-817.69,1000.0
2025-10-05 21:35:45,BTC/USD,BUY,1,31411.11,-735.11,1000.0
2025-10-05 21:35:47,BTC/USD,BUY,1,31391.47,-754.75,1000.0
2025-10-05 21:35:50,BTC/USD,BUY,1,31376.22,-770.0,1000.0
2025-10-05 21:35:52,BTC/USD,BUY,1,31318.01,-828.21,1000.0
2025-10-05 21:35:54,BTC/USD,BUY,1,31411.42,-734.8,1000.0
2025-10-05 21:35:56,BTC/USD,BUY,1,31414.72,-731.5,1000.0
2025-10-05 21:35:58,BTC/USD,BUY,1,31518.76,-627.46,1000.0
2025-10-05 21:36:00,BTC/USD,BUY,1,31417.04,-729.18,1000.0
2025-10-05 21:36:00,ETH/USD,SELL,1,3668.64,-15.05,1000.0
2025-10-05 21:36:02,BTC/USD,BUY,1,31523.45,-622.77,1000.0
2025-10-05 21:36:02,ETH/USD,SELL,1,3678.24,-24.65,1000.0
2025-10-05 21:36:04,BTC/USD,BUY,1,31584.51,-561.71,1000.0
2025-10-05 21:36:04,ETH/USD,SELL,1,3682.07,-28.48,1000.0
2025-10-05 21:36:07,BTC/USD,BUY,1,31599.48,-546.74,1000.0
2025-10-05 21:36:07,ETH/USD,SELL,1,3685.47,-31.88,1000.0
2025-10-05 21:36:09,BTC/USD,BUY,1,31630.6,-515.62,1000.0
2025-10-05 21:36:09,ETH/USD,SELL,1,3698.67,-45.08,1000.0
2025-10-05 21:36:11,BTC/USD,BUY,1,31647.89,-498.33,1000.0
2025-10-05 21:36:11,ETH/USD,SELL,1,3689.68,-36.09,1000.0
2025-10-05 21:36:13,BTC/USD,BUY,1,31804.46,-341.76,1000.0
2025-10-05 21:36:15,BTC/USD,BUY,1,31749.94,-396.28,1000.0
2025-10-05 21:36:17,BTC/USD,BUY,1,31649.37,-496.85,1000.0
2025-10-05 21:36:19,BTC/USD,BUY,1,31532.7,-613.52,1000.0
2025-10-05 21:36:21,BTC/USD,BUY,1,31476.18,-670.04,1000.0
2025-10-05 21:36:24,BTC/USD,BUY,1,31405.78,-740.44,1000.0
2025-10-05 21:36:26,BTC/USD,BUY,1,31431.16,-715.06,1000.0
2025-10-05 21:36:28,BTC/USD,BUY,1,31280.31,-865.91,1000.0
2025-10-05 21:36:30,BTC/USD,BUY,1,31274.1,-872.12,1000.0
2025-10-05 21:36:32,BTC/USD,BUY,1,31383.19,-763.03,1000.0
2025-10-05 21:36:34,BTC/USD,BUY,1,31368.09,-778.13,1000.0
2025-10-05 21:36:36,BTC/USD,BUY,1,31279.9,-866.32,1000.0
2025-10-05 21:36:38,BTC/USD,BUY,1,31358.06,-788.16,1000.0
2025-10-05 21:36:41,BTC/USD,BUY,1,31356.44,-789.78,1000.0
2025-10-05 21:36:43,BTC/USD,BUY,1,31418.09,-728.13,1000.0
2025-10-05 21:36:45,BTC/USD,BUY,1,31523.17,-623.05,1000.0
2025-10-05 21:36:47,BTC/USD,BUY,1,31663.27,-482.95,1000.0
2025-10-05 21:36:49,BTC/USD,BUY,1,31688.96,-457.26,1000.0
2025-10-05 21:36:51,BTC/USD,BUY,1,31773.14,-373.08,1000.0
2025-10-05 21:36:53,BTC/USD,BUY,1,31791.66,-354.56,1000.0
2025-10-05 21:36:55,BTC/USD,BUY,1,31826.16,-320.06,1000.0
2025-10-05 21:36:58,BTC/USD,BUY,1,31792.53,-353.69,1000.0
2025-10-05 21:37:00,BTC/USD,BUY,1,31829.19,-317.03,1000.0
2025-10-05 21:37:02,BTC/USD,BUY,1,31839.08,-307.14,1000.0
2025-10-05 21:37:04,BTC/USD,BUY,1,31855.16,-291.06,1000.0
2025-10-05 21:37:06,BTC/USD,BUY,1,31886.83,-259.39,1000.0
2025-10-05 21:37:08,BTC/USD,BUY,1,31977.89,-168.33,1000.0
2025-10-05 21:37:10,BTC/USD,BUY,1,32083.8,-62.42,1000.0
2025-10-05 21:37:12,BTC/USD,BUY,1,32005.49,-140.73,1000.0
2025-10-05 21:37:15,BTC/USD,BUY,1,32004.72,-141.5,1000.0
2025-10-05 21:37:17,BTC/USD,BUY,1,31961.25,-184.97,1000.0
2025-10-05 21:37:19,BTC/USD,BUY,1,31908.33,-237.89,1000.0
2025-10-05 21:37:21,BTC/USD,BUY,1,31861.9,-284.32,1000.0
2025-10-05 21:37:23,BTC/USD,BUY,1,31844.89,-301.33,1000.0
2025-10-05 21:37:25,BTC/USD,BUY,1,31696.31,-449.91,1000.0
2025-10-05 21:37:27,BTC/USD,BUY,1,31756.49,-389.73,1000.0
2025-10-05 21:37:29,BTC/USD,BUY,1,31713.0,-433.22,1000.0
2025-10-05 21:37:32,BTC/USD,BUY,1,31612.92,-533.3,1000.0
2025-10-05 21:37:34,BTC/USD,BUY,1,31537.22,-609.0,1000.0
2025-10-05 21:37:36,BTC/USD,BUY,1,31514.57,-631.65,1000.0
2025-10-05 21:37:38,BTC/USD,BUY,1,31410.22,-736.0,1000.0
2025-10-05 21:37:40,BTC/USD,BUY,1,31512.02,-634.2,1000.0
2025-10-05 21:37:42,BTC/USD,BUY,1,31585.96,-560.26,1000.0
2025-10-05 21:37:44,BTC/USD,BUY,1,31730.35,-415.87,1000.0
2025-10-05 21:37:46,BTC/USD,BUY,1,31817.64,-328.58,1000.0
2025-10-05 21:37:49,BTC/USD,BUY,1,31663.65,-482.57,1000.0
2025-10-05 21:37:51,BTC/USD,BUY,1,31751.79,-394.43,1000.0
2025-10-05 21:37:53,BTC/USD,BUY,1,31640.89,-505.33,1000.0
2025-10-05 21:37:55,BTC/USD,BUY,1,31588.21,-558.01,1000.0
2025-10-05 21:37:57,BTC/USD,BUY,1,31445.62,-700.6,1000.0
2025-10-05 21:37:59,BTC/USD,BUY,1,31558.79,-587.43,1000.0
2025-10-05 21:38:01,BTC/USD,BUY,1,31523.59,-622.63,1000.0
2025-10-05 21:38:03,BTC/USD,BUY,1,31375.43,-770.79,1000.0
2025-10-05 21:38:06,BTC/USD,BUY,1,31414.19,-732.03,1000.0
2025-10-05 21:38:08,BTC/USD,BUY,1,31358.25,-787.97,1000.0
2025-10-05 21:38:10,BTC/USD,BUY,1,31487.63,-658.59,1000.0
2025-10-05 21:38:12,BTC/USD,BUY,1,31594.26,-551.96,1000.0
2025-10-05 21:38:14,BTC/USD,BUY,1,31743.45,-402.77,1000.0
2025-10-05 21:38:16,BTC/USD,BUY,1,31595.64,-550.58,1000.0
2025-10-05 21:38:18,BTC/USD,BUY,1,31569.45,-576.77,1000.0
2025-10-05 21:38:21,BTC/USD,BUY,1,31554.18,-592.04,1000.0
2025-10-05 21:39:41,BTC/USD,BUY,1,32210.45,157.23,1000.0
2025-10-05 21:39:43,BTC/USD,BUY,1,32118.37,65.15,1000.0
2025-10-05 21:39:45,BTC/USD,BUY,1,32143.94,90.72,1000.0
2025-10-05 21:39:48,BTC/USD,BUY,1,32156.54,103.32,1000.0
2025-10-05 21:39:50,BTC/USD,BUY,1,32098.58,45.36,1000.0
2025-10-05 21:39:52,BTC/USD,BUY,1,32253.07,199.85,1000.0
2025-10-05 21:39:54,BTC/USD,BUY,1,32385.73,332.51,1000.0
2025-10-05 21:39:56,BTC/USD,BUY,1,32485.51,432.29,1000.0
2025-10-05 21:39:58,BTC/USD,BUY,1,32432.86,379.64,1000.0
2025-10-05 21:40:00,BTC/USD,BUY,1,32447.35,394.13,1000.0
2025-10-05 21:40:02,BTC/USD,BUY,1,32557.44,504.22,1000.0
2025-10-05 21:40:05,BTC/USD,BUY,1,32682.15,628.93,1000.0
2025-10-05 21:40:07,BTC/USD,BUY,1,32804.85,751.63,1000.0
2025-10-05 21:40:09,BTC/USD,BUY,1,32863.96,810.74,1000.0
2025-10-05 21:40:11,BTC/USD,BUY,1,32721.9,668.68,1000.0
2025-10-05 21:40:13,BTC/USD,BUY,1,32741.55,688.33,1000.0
2025-10-05 21:40:15,BTC/USD,BUY,1,32723.88,670.66,1000.0
2025-10-05 21:40:17,BTC/USD,BUY,1,32616.83,563.61,1000.0
2025-10-05 21:40:19,BTC/USD,BUY,1,32715.35,662.13,1000.0
2025-10-05 21:40:22,BTC/USD,BUY,1,32813.06,759.84,1000.0
2025-10-05 21:40:24,BTC/USD,BUY,1,32868.98,815.76,1000.0
2025-10-05 21:40:26,BTC/USD,BUY,1,32897.41,844.19,1000.0
2025-10-05 21:40:28,BTC/USD,BUY,1,32907.92,854.7,1000.0
2025-10-05 21:40:30,BTC/USD,BUY,1,33022.68,969.46,1000.0
2025-10-05 21:40:32,BTC/USD,BUY,1,32992.72,939.5,1000.0
2025-10-05 21:40:34,BTC/USD,BUY,1,32971.47,918.25,1000.0
2025-10-05 21:40:37,BTC/USD,BUY,1,33091.52,1038.3,1000.0
2025-10-05 21:40:39,BTC/USD,BUY,1,33000.72,947.5,1000.0
2025-10-05 21:40:41,BTC/USD,BUY,1,32872.24,819.02,1000.0
2025-10-05 21:40:43,BTC/USD,BUY,1,32739.94,686.72,1000.0
2025-10-05 21:40:45,BTC/USD,BUY,1,32825.27,772.05,1000.0
2025-10-05 21:40:47,BTC/USD,BUY,1,32667.62,614.4,1000.0
2025-10-05 21:40:49,BTC/USD,BUY,1,32793.77,740.55,1000.0
2025-10-05 21:40:51,BTC/USD,BUY,1,32780.85,727.63,1000.0
2025-10-05 21:40:54,BTC/USD,BUY,1,32848.45,795.23,1000.0
2025-10-05 21:40:56,BTC/USD,BUY,1,32849.02,795.8,1000.0
2025-10-05 21:40:58,BTC/USD,BUY,1,32713.94,660.72,1000.0
2025-10-05 21:41:00,BTC/USD,BUY,1,32565.83,512.61,1000.0
2025-10-05 21:41:02,BTC/USD,BUY,1,32415.7,362.48,1000.0
2025-10-05 21:41:04,BTC/USD,BUY,1,32360.77,307.55,1000.0
2025-10-05 21:41:04,ETH/USD,SELL,1,3555.04,46.14,1000.0
2025-10-05 21:41:06,BTC/USD,BUY,1,32212.11,158.89,1000.0
2025-10-05 21:41:08,BTC/USD,BUY,1,32139.23,86.01,1000.0
2025-10-05 21:41:11,BTC/USD,BUY,1,32237.9,184.68,1000.0
2025-10-05 21:41:11,ETH/USD,SELL,1,3556.51,44.67,1000.0
2025-10-05 21:41:13,BTC/USD,BUY,1,32332.35,279.13,1000.0
2025-10-05 21:41:13,ETH/USD,SELL,1,3558.38,42.8,1000.0
2025-10-05 21:41:15,BTC/USD,BUY,1,32193.88,140.66,1000.0
2025-10-05 21:41:15,ETH/USD,SELL,1,3559.53,41.65,1000.0
2025-10-05 21:41:17,BTC/USD,BUY,1,32251.67,198.45,1000.0
2025-10-05 21:41:17,ETH/USD,SELL,1,3562.89,38.29,1000.0
2025-10-05 21:41:19,BTC/USD,BUY,1,32306.52,253.3,1000.0
2025-10-05 21:41:19,ETH/USD,SELL,1,3575.61,25.57,1000.0
2025-10-05 21:41:21,BTC/USD,BUY,1,32185.65,132.43,1000.0
2025-10-05 21:41:21,ETH/USD,SELL,1,3591.68,9.5,1000.0
2025-10-05 21:41:23,BTC/USD,BUY,1,32137.97,84.75,1000.0
2025-10-05 21:41:23,ETH/USD,SELL,1,3608.82,-7.64,1000.0
2025-10-05 21:41:25,BTC/USD,BUY,1,32010.72,-42.5,1000.0
2025-10-05 21:41:25,ETH/USD,SELL,1,3608.52,-7.34,1000.0
2025-10-05 21:41:28,BTC/USD,BUY,1,32139.17,85.95,1000.0
2025-10-05 21:41:28,ETH/USD,SELL,1,3606.46,-5.28,1000.0
2025-10-05 21:41:30,BTC/USD,BUY,1,32118.53,65.31,1000.0
2025-10-05 21:41:30,ETH/USD,SELL,1,3618.15,-16.97,1000.0
2025-10-05 21:41:32,BTC/USD,BUY,1,32190.91,137.69,1000.0
2025-10-05 21:41:32,ETH/USD,SELL,1,3604.11,-2.93,1000.0
2025-10-05 21:41:34,BTC/USD,BUY,1,32275.22,222.0,1000.0
2025-10-05 21:41:36,BTC/USD,BUY,1,32283.67,230.45,1000.0
2025-10-05 21:41:38,BTC/USD,BUY,1,32344.26,291.04,1000.0
2025-10-05 21:41:40,BTC/USD,BUY,1,32483.56,430.34,1000.0
2025-10-05 21:41:51,BTC/USD,BUY,1,32714.63,647.39,1000.0
2025-10-05 21:41:53,BTC/USD,BUY,1,32676.31,609.07,1000.0
2025-10-05 21:41:55,BTC/USD,BUY,1,32602.72,535.48,1000.0
2025-10-05 21:41:57,BTC/USD,BUY,1,32645.12,577.88,1000.0
2025-10-05 21:41:59,BTC/USD,BUY,1,32627.04,559.8,1000.0
2025-10-05 21:42:02,BTC/USD,BUY,1,32578.7,511.46,1000.0
2025-10-05 21:42:04,BTC/USD,BUY,1,32679.21,611.97,1000.0
2025-10-05 21:42:06,BTC/USD,BUY,1,32572.28,505.04,1000.0
2025-10-05 21:42:08,BTC/USD,BUY,1,32418.7,351.46,1000.0
2025-10-05 21:42:10,BTC/USD,BUY,1,32497.34,430.1,1000.0
2025-10-05 21:42:12,BTC/USD,BUY,1,32498.74,431.5,1000.0
2025-10-05 21:42:14,BTC/USD,BUY,1,32643.07,575.83,1000.0
2025-10-05 21:42:16,BTC/USD,BUY,1,32566.41,499.17,1000.0
2025-10-05 21:42:19,BTC/USD,BUY,1,32547.55,480.31,1000.0
2025-10-05 21:42:21,BTC/USD,BUY,1,32553.28,486.04,1000.0
2025-10-05 21:42:23,BTC/USD,BUY,1,32606.68,539.44,1000.0
2025-10-05 21:42:25,BTC/USD,BUY,1,32574.17,506.93,1000.0
2025-10-05 21:42:27,BTC/USD,BUY,1,32615.08,547.84,1000.0
2025-10-05 21:42:29,BTC/USD,BUY,1,32709.52,642.28,1000.0
2025-10-05 21:42:31,BTC/USD,BUY,1,32647.31,580.07,1000.0
2025-10-05 21:42:33,BTC/USD,BUY,1,32651.9,584.66,1000.0
2025-10-05 21:42:36,BTC/USD,BUY,1,32520.84,453.6,1000.0
2025-10-05 21:42:38,BTC/USD,BUY,1,32574.46,507.22,1000.0
2025-10-05 21:42:55,ETH/USD,SELL,1,3615.63,-17.88,1000.0
2025-10-05 21:43:46,ETH/USD,SELL,1,3608.8,-11.05,1000.0
2025-10-05 21:43:58,ETH/USD,SELL,1,3616.73,-18.98,1000.0
2025-10-05 21:44:01,ETH/USD,SELL,1,3612.55,-14.8,1000.0
2025-10-05 21:44:03,ETH/USD,SELL,1,3617.44,-19.69,1000.0
2025-10-05 21:44:05,ETH/USD,SELL,1,3618.48,-20.73,1000.0
2025-10-05 21:44:30,ETH/USD,SELL,1,3620.89,-23.14,1000.0
2025-10-05 21:44:32,ETH/USD,SELL,1,3630.49,-32.74,1000.0
2025-10-05 21:44:35,ETH/USD,SELL,1,3646.23,-48.48,1000.0
2025-10-05 21:44:37,ETH/USD,SELL,1,3654.71,-56.96,1000.0
2025-10-05 21:44:39,ETH/USD,SELL,1,3651.75,-54.0,1000.0
2025-10-05 21:44:41,ETH/USD,SELL,1,3661.58,-63.83,1000.0
2025-10-05 21:44:43,ETH/USD,SELL,1,3669.15,-71.4,1000.0
2025-10-05 21:44:45,ETH/USD,SELL,1,3669.52,-71.77,1000.0
2025-10-05 21:44:47,ETH/USD,SELL,1,3682.32,-84.57,1000.0
2025-10-05 21:44:49,ETH/USD,SELL,1,3681.83,-84.08,1000.0
2025-10-05 21:44:52,ETH/USD,SELL,1,3686.44,-88.69,1000.0
2025-10-05 21:44:54,ETH/USD,SELL,1,3696.37,-98.62,1000.0
2025-10-05 21:44:56,ETH/USD,SELL,1,3687.55,-89.8,1000.0
2025-10-05 21:45:32,ETH/USD,SELL,1,3699.0,-101.25,1000.0
2025-10-05 21:45:55,BTC/USD,BUY,1,31576.12,-293.47,1000.0
